date,CCSI_lag18,CPI_lag1,ESI_lag18,GDP_lag18,PPI_lag6,base_rate_lag1,broad_liquidity_lag18,broad_money_lag18,business_survey_lag18,capital_account_lag3,capital_investment_lag18,coincident_lag6,credit_card_spending_lag3,current_account_lag12,deposit_rate_lag1,economic_growth_rate_lag18,employment_lag18,export_price_lag12,export_value_lag6,financial_account_lag12,financial_institution_liquidity_lag18,household_credit_lag1,import_price_lag6,import_value_lag12,industrial_production_lag6,kosdaq_index_lag1,labor_force_participation_rate_lag18,land_price_change_lag1,leading_price_lag18,loan_rate_lag1,loans_outstanding_lag18,manufacturing_capacity_utilization_lag12,manufacturing_output_lag12,manufacturing_production_lag12,monetary_base_lag18,retail_sales_lag1,service_production_lag3,terms_of_income_trade_lag6,terms_of_trade_lag3,total_deposits_lag18,unemployment_lag3,us_CPI_lag3,us_industrial_production_lag18,us_policy_rate_lag1,target
2021-01-01,98.4,100.33,95.3,1.4,99.69,0.5,4946109.8,2606774.3,74.0,-17.4,91.5,98.8,66713031.0,4608.5,0.9,1.353,27408.0,102.82,99.41,5617.6,3905969.2,1728526.6,100.57,111.7,99.8,968.42,63.3,0.343,95.9,2.74,1643100.4,104.534,104.277,104.291,179985.1,101.6,101.1,102.01,102.67,1454392.5,4.3,119.41,101.5,0.17,0.5
2021-02-01,96.7,101.04,95.1,0.3,100.18,0.5,4973100.1,2620523.2,73.0,-91.4,93.4,99.4,66272495.0,5547.5,0.87,0.271,27383.0,102.12,93.29,680.5,3932540.7,1765627.6,99.49,109.72,99.6,928.73,63.3,0.311,95.9,2.72,1648646.7,102.5,100.5,100.5,176685.8,103.7,102.0,95.43,103.05,1447588.8,4.1,119.34,101.0,0.14,0.5
2021-03-01,93.1,101.58,94.8,0.3,100.38,0.5,5011070.4,2644959.4,69.0,-36.5,94.3,100.1,65713035.0,4894.4,0.85,0.271,27358.0,103.05,112.33,5423.9,3963836.2,1765627.6,98.37,94.8,100.9,913.94,63.2,0.311,96.0,2.74,1659345.1,99.2,96.7,96.7,182433.0,103.7,100.3,114.44,102.71,1471688.5,4.1,119.45,101.7,0.11,0.5
2021-04-01,97.8,101.84,94.3,0.3,99.98,0.5,5027294.2,2662001.2,72.0,-12.7,92.4,100.7,64652428.0,6048.2,0.86,0.271,27404.0,101.41,105.56,7532.3,3992136.9,1765627.6,96.2,107.93,101.5,956.17,63.2,0.338,96.4,2.77,1669791.4,103.1,101.4,101.4,182221.4,103.7,100.3,107.79,100.69,1481331.9,4.6,119.96,101.3,0.1,0.5
2021-05-01,99.5,101.98,93.3,1.0,100.06,0.5,5064955.4,2682026.6,73.0,-16.1,95.6,101.5,61415123.0,1671.2,0.84,0.955,27509.0,99.7,109.25,2524.3,4019666.8,1809244.9,96.19,88.84,102.5,983.45,63.4,0.35,96.9,2.74,1687139.0,89.8,90.4,90.4,183138.6,105.5,101.9,110.42,99.42,1486029.5,4.1,120.62,100.5,0.11,0.5
2021-06-01,101.9,102.05,91.7,1.0,100.84,0.5,5100247.0,2710328.8,74.0,-5.0,94.4,101.6,69188212.0,5431.7,0.83,0.955,27515.0,100.28,118.65,7162.1,4053726.3,1809244.9,98.16,91.86,101.5,981.78,63.5,0.342,97.5,2.72,1700073.0,95.9,96.6,96.6,183264.3,105.5,103.8,116.94,97.77,1510877.0,4.0,121.47,101.0,0.1,0.5
2021-07-01,101.4,102.05,89.3,1.0,101.96,0.5,5144638.7,2716614.0,76.0,-16.2,100.2,101.5,70289565.0,6504.0,0.94,0.955,27154.0,100.36,108.86,11224.1,4061769.9,1809244.9,101.79,99.82,101.7,1029.96,63.7,0.35,98.1,2.77,1698612.9,98.5,98.9,98.9,186955.0,105.5,104.4,103.05,98.96,1515519.5,3.8,122.47,100.7,0.09,0.75
2021-08-01,105.2,102.26,86.0,-1.4,102.8,0.5,5177544.4,2743827.9,75.0,-7.6,94.4,101.8,72183940.0,6247.4,0.97,-1.367,26800.0,100.3,105.87,5291.8,4090052.0,1844021.5,106.28,91.39,103.7,1031.14,63.9,0.353,98.4,2.77,1708763.3,98.1,99.6,99.6,190498.8,107.3,104.8,96.99,100.19,1503576.8,3.8,123.45,100.1,0.1,0.75
2021-09-01,97.7,102.75,82.2,-1.4,103.89,0.75,5201899.1,2776793.5,65.0,4.8,95.5,102.4,70107896.0,6401.2,1.03,-1.367,26838.0,100.26,125.1,10720.5,4126742.8,1844021.5,109.97,99.8,104.4,1038.33,63.6,0.359,98.7,2.87,1717155.8,103.0,104.4,104.4,190732.0,107.3,105.3,110.62,99.33,1542733.8,3.7,124.6,100.4,0.1,0.75
2021-10-01,79.0,103.17,78.3,-1.4,104.88,0.75,5229439.3,2798640.8,54.0,-13.9,100.6,103.4,71830819.0,13383.8,1.17,-1.367,26609.0,97.88,121.87,18750.9,4148017.1,1844021.5,109.72,100.16,104.0,1003.27,62.4,0.358,98.6,2.96,1746398.9,103.5,103.8,103.8,195289.8,107.3,104.9,105.24,97.77,1577106.3,3.3,125.2,96.5,0.1,1.0
2021-11-01,78.1,103.35,74.0,-2.6,105.45,0.75,5319529.2,2898342.4,53.0,-18.4,96.1,103.8,69232090.0,8754.9,1.29,-2.642,26930.0,97.42,120.86,10839.1,4234429.4,1861315.1,112.98,103.35,104.4,992.33,62.2,0.345,98.5,3.07,1799569.0,103.7,104.6,104.6,202517.9,107.5,104.3,103.98,96.5,1603459.7,3.4,125.46,85.1,0.11,1.0
2021-12-01,82.4,103.87,74.1,-2.6,106.01,1.0,5356309.6,2919411.8,56.0,-9.8,102.3,103.9,71235370.0,11921.3,1.57,-2.642,27055.0,97.99,128.8,8879.3,4251321.1,1861315.1,116.05,114.91,105.0,965.63,62.3,0.344,99.0,3.23,1805731.6,104.1,105.4,105.4,206905.3,107.5,105.8,107.83,97.24,1627424.3,3.1,125.8,90.7,0.14,1.25
2022-01-01,84.8,104.04,75.6,2.3,107.04,1.0,5399815.1,2939115.7,62.0,-4.9,101.4,104.2,73520115.0,9499.7,1.7,2.26,27106.0,100.16,130.69,4154.1,4272963.3,1861315.1,120.23,114.99,105.1,1033.98,62.4,0.335,99.6,3.25,1819923.2,103.5,105.9,105.9,207841.4,107.5,106.6,105.95,96.1,1605319.2,3.3,126.84,94.1,0.17,1.25
2022-02-01,88.8,104.85,78.1,2.3,107.6,1.25,5406030.7,2957901.9,66.0,-40.9,97.6,104.4,74438865.0,8136.7,1.65,2.26,27085.0,103.68,126.02,7296.4,4290367.3,1861205.5,121.79,109.67,105.0,872.87,62.4,0.3,100.4,3.45,1837915.6,106.8,109.0,109.0,211102.2,106.2,108.6,100.77,92.75,1617027.1,3.1,127.47,95.0,0.22,1.25
2022-03-01,80.0,105.42,81.1,2.3,108.0,1.25,5451952.6,2982103.5,64.0,-14.6,108.1,104.7,75912264.0,7587.3,1.7,2.26,27012.0,107.43,133.18,9354.2,4318742.8,1861205.5,124.58,128.65,106.1,881.07,62.4,0.292,101.1,3.51,1852162.6,105.2,107.6,107.5,214152.3,106.2,108.0,106.7,92.05,1652467.0,3.2,127.86,95.0,0.38,1.5
2022-04-01,92.3,106.1,84.5,1.5,109.12,1.25,5485043.1,3013051.7,74.0,-5.7,96.6,105.1,75016955.0,6213.5,1.74,1.513,27088.0,110.26,132.29,416.8,4351610.2,1861205.5,131.11,130.93,106.7,944.53,62.6,0.311,101.7,3.5,1873103.1,103.9,106.4,106.4,215092.9,106.2,108.7,103.82,93.69,1651169.2,3.2,128.93,95.8,0.73,1.75
2022-05-01,98.8,106.83,87.9,1.5,109.9,1.5,5538855.1,3039765.8,78.0,-4.0,98.9,105.7,65605580.0,10891.9,1.87,1.513,27241.0,112.29,138.64,8225.7,4374855.6,1866565.0,129.82,123.88,108.3,904.75,62.8,0.318,102.4,3.57,1893044.7,103.1,105.4,105.4,218209.0,105.3,106.8,105.02,91.98,1671040.1,2.9,130.11,96.1,0.91,1.75
2022-06-01,90.5,107.5,91.2,1.5,109.88,1.75,5579982.3,3052959.4,75.0,43.5,104.8,106.6,75417792.0,7033.9,2.02,1.513,26526.0,113.36,144.75,5799.9,4396870.9,1866565.0,127.23,128.88,109.5,893.36,62.3,0.336,103.0,3.68,1893716.2,103.5,106.5,106.4,220416.4,105.3,108.9,109.81,91.76,1697818.1,2.8,131.85,97.4,1.33,2.25
2022-07-01,95.0,108.21,94.4,1.6,111.04,1.75,5618069.8,3082103.7,77.0,-8.6,113.2,107.5,78493191.0,6490.8,2.41,1.594,25818.0,117.77,133.66,8864.3,4434676.5,1866565.0,132.86,137.89,110.1,745.44,61.9,0.323,103.7,3.9,1911098.6,105.8,108.9,108.9,223631.7,105.3,111.4,103.82,88.44,1681058.4,2.8,132.59,97.9,1.87,2.5
2022-08-01,97.2,108.73,97.4,1.6,111.57,2.25,5657845.7,3112805.6,76.0,-0.6,109.6,107.8,84787819.0,5849.5,2.93,1.594,26365.0,119.27,127.41,5715.2,4478049.6,1869113.3,138.93,132.72,108.3,803.62,62.5,0.304,104.3,4.21,1926681.1,105.0,109.3,109.3,228003.8,106.5,112.2,95.72,89.98,1719051.3,2.9,134.05,94.7,2.5,2.5
2022-09-01,100.4,108.63,100.1,1.6,113.27,2.5,5708482.6,3139751.8,83.0,2.1,109.9,107.8,79395263.0,6869.7,2.98,1.594,26923.0,120.73,152.14,9210.8,4516941.7,1869113.3,149.45,133.6,109.7,807.04,62.8,0.276,105.0,4.52,1937175.1,104.6,108.8,108.7,231954.5,106.5,112.7,110.04,89.42,1747379.4,2.9,135.89,97.4,2.76,3.0
2022-10-01,102.3,108.82,102.4,1.4,115.1,2.5,5812133.0,3176515.7,88.0,-4.0,118.2,107.6,82207664.0,4619.5,3.38,1.356,27214.0,123.42,139.04,6069.1,4540740.3,1869113.3,148.6,139.29,110.7,672.65,62.8,0.197,105.7,4.71,1960962.0,105.5,109.4,109.4,231119.1,106.5,113.0,95.57,86.82,1735830.6,3.0,135.87,97.6,3.21,3.25
2022-11-01,105.5,109.16,104.2,1.4,115.92,3.0,5763988.6,3208328.8,88.0,-2.2,108.5,108.0,81112499.0,5705.6,4.01,1.356,27550.0,122.27,145.18,6268.3,4559877.3,1865404.9,154.23,147.64,110.8,695.33,62.8,0.081,106.4,5.26,1963575.1,107.4,111.0,110.9,234348.0,105.0,114.4,100.78,88.12,1750230.4,2.8,135.82,98.5,3.85,3.25
2022-12-01,110.9,109.07,105.6,1.4,116.57,3.25,5823749.3,3219485.9,88.0,78.1,114.9,108.4,82343480.0,4980.6,4.29,1.356,27637.0,120.78,137.94,7115.8,4587718.5,1865404.9,155.09,158.09,111.4,729.54,62.9,-0.005,107.0,5.64,1971439.5,111.7,115.5,115.4,240628.4,105.0,114.5,94.74,87.6,1788854.5,2.9,136.12,98.8,4.46,3.5
2023-01-01,103.4,109.26,106.6,0.0,116.9,3.25,5864888.7,3257056.3,87.0,21.7,116.8,108.9,83378034.0,6248.2,4.22,-0.016,27648.0,122.23,140.66,-67.9,4631059.7,1865404.9,151.0,155.81,112.0,679.29,62.7,-0.032,107.1,5.57,1992402.0,112.0,116.0,115.9,240311.6,105.0,114.2,96.93,88.89,1781100.6,2.9,136.67,99.3,4.51,3.5
2023-02-01,102.7,110.07,107.3,0.0,116.45,3.5,5918245.1,3293240.3,87.0,-135.4,109.9,109.6,80536440.0,6719.1,3.83,-0.016,27603.0,124.89,135.14,7450.2,4660369.1,1850744.4,149.68,138.78,110.9,740.49,62.8,-0.036,107.1,5.46,2005346.5,110.2,114.3,114.2,243008.5,104.9,114.1,97.15,88.09,1806536.3,2.8,136.53,99.1,4.61,3.5
2023-03-01,104.1,110.33,107.7,0.0,116.53,3.5,5956308.2,3314910.6,84.0,15.8,101.7,109.9,84793096.0,7726.2,3.54,-0.016,27683.0,132.6,136.49,6403.8,4700587.7,1850744.4,154.7,165.76,110.8,791.6,62.9,-0.021,107.0,5.32,2020839.2,110.3,115.0,115.0,243535.3,104.9,114.6,99.95,87.46,1824689.3,2.7,136.11,97.9,4.74,3.5
2023-04-01,107.3,110.52,108.0,1.8,117.13,3.5,5983874.8,3350841.4,86.0,7.2,100.7,110.0,80255412.0,4878.1,3.56,1.753,27741.0,134.57,123.64,723.7,4731903.5,1850744.4,156.5,155.99,110.1,847.52,63.0,0.008,106.9,5.17,2037461.7,108.0,112.9,112.9,251851.3,104.9,113.6,93.05,88.72,1829403.9,2.7,137.2,99.2,4.91,3.5
2023-05-01,108.2,110.77,108.1,1.8,116.75,3.5,6062091.9,3394545.9,86.0,-0.6,108.7,109.9,75947115.0,3013.9,3.43,1.753,27795.0,138.64,122.79,2967.5,4779713.2,1858832.8,147.92,163.51,111.4,842.83,63.0,0.015,106.8,5.01,2050751.0,106.0,111.5,111.5,250785.9,105.0,115.7,93.45,87.73,1842285.6,2.7,137.96,99.9,5.03,3.5
2023-06-01,104.2,111.13,107.9,1.8,116.27,3.5,6146477.4,3411438.0,87.0,-37.8,111.4,109.4,84820483.0,2889.2,3.56,1.753,27298.0,140.0,127.09,3711.3,4815758.8,1858832.8,138.28,155.23,109.5,856.94,63.3,0.043,107.0,5.12,2050701.6,106.7,112.8,112.7,253646.7,105.0,115.2,97.73,87.05,1869023.7,2.7,138.42,99.6,5.15,3.5
2023-07-01,104.9,111.16,107.5,0.5,116.69,3.5,6163021.6,3449516.3,86.0,-52.5,117.5,109.2,83418032.0,72.2,3.69,0.467,26953.0,136.54,109.39,-1102.1,4859388.1,1858832.8,135.29,168.97,108.9,868.24,63.3,0.051,107.4,5.17,2062119.2,105.6,111.7,111.6,256933.6,105.0,114.8,85.72,87.96,1849700.4,2.6,139.12,99.2,5.22,3.5
2023-08-01,103.4,111.29,106.8,0.5,116.91,3.5,6188612.2,3487090.3,85.0,74.7,108.8,109.6,87729066.0,-4478.7,3.68,0.467,27402.0,134.73,118.24,937.8,4888347.0,1875807.6,137.95,170.77,110.6,935.97,63.7,0.063,107.5,5.11,2066672.9,101.8,107.3,107.3,256996.4,103.3,115.4,92.09,87.27,1883180.7,2.5,139.47,99.8,5.35,3.5
2023-09-01,103.6,112.28,105.9,0.5,117.05,3.5,6215739.4,3490107.7,83.0,46.5,106.1,110.2,84836568.0,149.8,3.65,0.467,27754.0,138.52,131.25,2027.2,4912062.9,1875807.6,139.0,157.88,111.2,928.4,63.6,0.106,107.7,5.1,2074329.4,101.5,107.2,107.2,258769.5,103.3,116.3,101.58,89.22,1903613.6,2.6,139.92,100.4,5.44,3.5
2023-10-01,104.3,112.85,104.9,1.0,116.96,3.5,6262424.5,3501103.0,86.0,-26.3,103.9,110.6,85410812.0,-1933.3,3.81,0.998,28078.0,140.12,116.47,1287.6,4920690.4,1875807.6,139.58,153.04,110.2,841.02,63.8,0.128,107.8,5.17,2087389.2,99.6,104.2,104.2,263435.6,103.3,116.2,91.72,90.85,1897971.8,2.9,140.19,100.5,5.49,3.5
2023-11-01,103.1,113.27,103.6,1.0,116.53,3.5,6311151.8,3531043.0,86.0,-26.5,112.3,111.0,84372750.0,-2537.0,3.95,0.998,28485.0,132.49,123.81,-268.7,4953427.6,1882633.9,135.35,152.49,112.2,736.1,64.0,0.158,108.3,5.24,2102225.0,100.2,104.6,104.6,263479.0,103.8,116.7,97.71,91.48,1920415.4,2.7,140.8,100.4,5.46,3.5
2023-12-01,96.6,112.68,102.2,1.0,116.27,3.5,6332429.4,3551521.2,82.0,23.1,116.1,111.2,86003954.0,490.8,3.99,0.998,28478.0,124.37,125.27,2992.1,4987007.7,1882633.9,130.16,154.27,111.8,831.68,64.0,0.157,108.6,5.26,2110428.8,96.5,100.1,100.1,264156.2,103.8,117.2,102.02,91.11,1946585.8,2.8,141.15,100.0,5.41,3.5
2024-01-01,85.7,112.73,100.8,0.3,116.53,3.5,6378823.8,3568802.1,80.0,43.7,115.2,111.1,87719678.0,-3580.0,3.85,0.258,28475.0,120.65,118.78,-6234.5,5016610.5,1882633.9,130.43,152.78,111.1,866.57,64.1,0.148,108.6,5.14,2121837.3,99.7,102.7,102.6,273059.3,103.8,116.6,98.44,89.48,1925520.4,2.6,141.1,100.2,5.32,3.5
2024-02-01,88.5,113.17,99.3,0.3,117.5,3.5,6425533.7,3600817.0,81.0,-11.2,121.1,111.2,87293909.0,-1948.3,3.67,0.258,28410.0,121.58,122.63,3821.3,5059011.7,1879403.3,135.83,142.82,112.7,799.24,64.0,0.131,108.8,5.04,2130684.5,98.4,102.0,102.0,266565.0,102.6,117.2,100.99,88.92,1932799.0,2.8,140.81,100.1,5.26,3.5
2024-03-01,91.3,113.78,97.9,0.3,118.03,3.5,6454604.1,3609736.9,78.0,6.8,113.8,111.3,86873960.0,-177.9,3.63,0.258,28389.0,124.12,129.76,-1737.7,5076881.5,1879403.3,139.83,154.62,114.0,862.96,64.1,0.134,109.0,4.85,2140254.9,101.9,106.2,106.2,265461.4,102.6,117.5,105.4,89.03,1958348.3,2.8,140.67,100.3,5.22,3.5
2024-04-01,88.6,113.95,96.6,-0.4,117.86,3.5,6462890.5,3632494.2,76.0,23.9,117.5,111.7,87232562.0,899.8,3.58,-0.4,28418.0,124.41,126.28,-4127.0,5084467.8,1879403.3,141.07,134.1,113.1,905.5,64.1,0.166,109.2,4.85,2158295.5,100.6,104.4,104.4,271637.2,102.6,117.3,100.72,90.95,1967290.0,2.8,141.44,100.3,5.29,3.5
2024-05-01,86.2,114.01,95.4,-0.4,117.41,3.5,6515833.8,3680544.2,75.0,62.0,117.0,112.1,80913256.0,1578.6,3.53,-0.4,28421.0,122.48,131.52,736.2,5125168.4,1892719.1,135.04,139.43,114.0,868.93,64.0,0.178,109.1,4.77,2173145.2,104.0,108.9,108.9,261919.3,101.9,117.8,105.33,91.34,1970661.1,2.7,142.32,100.0,5.33,3.5
2024-06-01,89.7,114.1,94.5,-0.4,117.56,3.5,6532834.3,3682296.1,74.0,-3.5,115.0,112.0,86623817.0,1232.0,3.55,-0.4,27808.0,118.5,131.17,4368.2,5137763.8,1892719.1,132.89,136.5,113.2,839.98,64.0,0.183,108.9,4.78,2165861.1,100.8,106.2,106.1,262847.6,101.9,117.1,106.0,91.8,1958013.6,2.8,143.24,98.8,5.33,3.5
2024-07-01,90.4,113.84,93.9,0.2,118.19,3.5,6501904.9,3689950.1,69.0,40.3,105.0,112.4,86930232.0,1882.7,3.51,0.222,27363.0,118.5,126.58,3798.8,5121319.5,1892719.1,136.27,125.63,113.7,840.44,63.8,0.19,108.9,4.71,2168698.3,98.7,104.3,104.3,259321.7,101.9,118.0,103.19,92.66,1905400.8,2.8,143.79,99.5,5.28,3.5
2024-08-01,89.8,114.13,93.5,0.2,118.55,3.5,6514722.5,3695098.8,69.0,164.9,110.3,112.6,89871138.0,6930.4,3.41,0.222,27714.0,123.35,122.48,6623.0,5110834.9,1911441.0,137.63,130.89,114.7,803.15,64.0,0.198,108.8,4.55,2170233.0,102.1,108.8,108.8,259425.2,102.3,117.2,99.49,91.35,1934319.9,2.8,144.03,99.7,5.31,3.5
2024-09-01,91.7,114.54,93.3,0.2,118.82,3.5,6530865.9,3681932.9,72.0,1.2,108.4,112.6,87217014.0,4696.7,3.35,0.222,28223.0,125.53,132.73,4747.6,5118781.6,1911441.0,138.31,131.46,112.4,767.66,64.3,0.196,109.0,4.48,2171145.4,103.1,111.4,111.3,256882.5,102.3,117.1,107.53,92.09,1941239.7,2.8,144.08,100.0,5.12,3.25
2024-10-01,94.9,114.65,93.3,0.7,119.16,3.5,6551420.5,3668575.3,72.0,-28.8,109.6,112.6,90054571.0,7837.0,3.4,0.686,28432.0,126.37,131.47,9583.1,5121564.7,1911441.0,143.57,136.93,114.5,763.88,64.2,0.194,109.0,4.62,2177578.1,103.0,109.5,109.5,257606.5,102.3,117.2,105.68,93.0,1921118.3,2.7,144.25,100.3,4.86,3.0
2024-11-01,97.9,114.69,93.4,0.7,119.25,3.25,6556446.0,3660134.7,76.0,-2.6,109.5,112.4,88498992.0,6527.5,3.37,0.686,28835.0,122.08,136.08,3170.3,5120044.2,1922706.5,141.77,133.42,114.1,743.06,64.3,0.196,109.5,4.67,2187357.9,103.3,111.4,111.4,262095.7,101.7,117.6,108.3,91.83,1926861.5,2.6,144.37,100.0,4.62,3.0
2024-12-01,100.7,114.4,93.6,0.7,119.23,3.0,6615699.7,3677190.3,76.0,-5.3,113.6,112.6,89098987.0,6651.9,3.35,0.686,28812.0,120.84,135.16,7332.7,5147542.7,1922706.5,142.64,136.1,113.1,678.19,64.4,0.188,110.1,4.76,2197685.5,100.7,110.1,110.0,260377.1,101.7,116.7,108.57,92.35,1968232.6,2.6,144.6,99.2,4.53,3.0
2025-01-01,103.4,114.91,93.7,1.0,119.56,3.0,6614855.8,3706867.0,74.0,7.6,101.8,112.2,91062376.0,8841.8,3.21,0.956,28686.0,124.59,136.35,3329.0,5173665.3,1922706.5,143.28,140.93,112.5,678.19,64.4,0.176,110.8,4.64,2210386.9,101.8,109.1,109.1,265201.7,101.7,118.3,109.91,92.96,1944908.0,2.8,144.76,99.9,4.46,2.75
2025-02-01,103.2,115.71,93.7,1.0,119.38,3.0,6636633.9,3705542.3,71.0,-10.9,102.1,112.4,89563030.0,6783.4,3.07,0.956,28678.0,126.54,132.3,6362.5,5181038.6,1924971.5,138.23,123.87,114.3,728.29,64.3,0.16,111.0,4.53,2222860.5,103.6,111.9,111.9,263391.8,102.3,118.1,106.24,92.84,1959811.0,2.8,144.68,99.9,4.33,2.75
2025-03-01,99.7,116.08,93.7,1.0,119.16,2.75,6643657.2,3711125.5,73.0,34.1,107.4,112.6,92138198.0,7430.9,2.97,0.956,28698.0,126.94,135.66,11904.2,5202445.0,1924971.5,134.67,133.74,113.6,743.96,64.4,0.158,111.3,4.46,2238147.8,100.3,108.2,108.1,262519.1,102.3,119.0,110.75,93.25,1976365.2,3.1,144.74,100.0,4.34,2.75
2025-04-01,98.0,116.29,93.7,0.7,119.01,2.75,6652303.6,3725384.7,70.0,-6.5,111.1,113.2,87469896.0,5386.6,2.84,0.731,28764.0,132.55,133.9,-6276.2,5217303.8,1924971.5,137.55,140.94,114.9,672.85,64.4,0.177,111.9,4.36,2253613.6,104.0,111.8,111.7,262502.7,102.3,118.2,110.62,93.89,1962956.4,2.8,145.68,99.5,4.29,2.5
2025-05-01,97.1,116.38,93.7,0.7,119.1,2.75,6736627.6,3753198.7,70.0,-0.1,108.2,113.1,85743877.0,9378.6,2.71,0.731,28698.0,131.78,131.0,4385.8,5259209.5,1949977.5,138.8,137.0,113.5,717.24,64.5,0.18,112.3,4.19,2266755.9,103.3,112.4,112.3,258879.8,101.7,119.3,108.36,92.26,1981278.7,2.8,146.33,99.9,4.32,2.5
2025-06-01,99.5,116.27,93.8,0.7,119.52,2.5,6842950.9,3746265.4,70.0,-1.1,112.9,113.1,89494059.0,10046.3,2.63,0.731,28093.0,132.88,141.3,15421.8,5329483.2,1949977.5,141.98,126.04,115.1,734.35,64.6,0.176,112.8,4.17,2266468.8,102.2,111.0,110.9,262620.4,101.7,118.9,118.27,92.61,1993056.0,2.8,146.66,99.6,4.29,2.5
2025-07-01,101.5,116.31,93.8,1.0,120.27,2.5,6851269.6,3737150.0,69.0,42.9,103.0,112.9,89835960.0,7990.5,2.55,1.013,27743.0,133.88,112.86,8982.8,5337303.2,1949977.5,145.08,135.82,114.1,781.5,64.6,0.191,113.2,4.09,2275754.9,99.0,107.8,107.7,264486.8,101.7,119.2,95.29,93.65,1964188.4,2.7,147.12,98.3,4.31,2.5
2025-08-01,101.7,116.52,93.9,1.0,120.33,2.5,6882196.0,3762421.4,68.0,-3.5,113.2,113.2,92978038.0,7070.1,2.51,1.013,28043.0,130.08,123.31,3769.7,5379595.3,1964814.7,143.6,137.86,114.6,805.24,64.6,0.187,113.7,4.06,2286010.8,103.0,113.5,113.4,265059.1,102.9,118.8,102.74,94.54,2013610.0,2.7,147.42,99.3,4.28,2.5
2025-09-01,100.5,116.45,93.9,1.0,120.36,2.5,6928310.6,3804502.7,69.0,133.7,105.9,113.6,90800961.0,9452.0,2.49,1.013,28396.0,126.77,133.44,13608.9,5423977.2,1964814.7,143.04,134.15,115.3,796.91,64.5,0.191,113.9,4.06,2295440.4,102.0,112.8,112.7,268903.9,102.9,120.0,111.71,95.77,2049930.9,2.7,147.93,99.5,4.22,2.5
2025-11-01,100.6,117.06,94.0,-0.2,120.14,2.5,6925941.0,3808016.6,71.0,94.0,109.6,113.9,94958632.0,8696.5,2.52,-0.151,28693.0,128.54,135.18,12382.9,5453997.0,1964814.7,139.82,140.02,115.1,841.99,64.7,0.197,114.5,4.03,2312960.6,102.8,114.5,114.4,267172.7,102.9,119.8,114.87,94.74,2000338.5,2.7,148.15,99.3,4.1,2.5
2025-12-01,98.2,117.2,94.0,-0.2,119.64,2.5,6941634.4,3809604.3,73.0,-8.0,104.1,113.7,91516719.0,9426.5,2.81,-0.151,28915.0,130.57,133.41,10584.3,5457969.9,1979088.4,134.61,129.76,114.0,912.67,64.5,0.203,114.8,4.15,2327198.0,100.4,111.5,111.4,269683.2,103.5,119.1,114.69,94.35,2015348.6,2.8,148.58,99.9,3.86,2.5
2026-01-01,100.7,117.57,93.9,-0.2,119.77,2.5,7000861.2,3810925.3,74.0,4.7,109.6,114.1,95364571.0,9469.9,2.9,-0.151,28907.0,133.56,139.04,12412.3,5493904.5,1979088.4,133.73,138.58,116.0,925.47,64.5,0.207,115.2,4.19,2338124.2,102.7,115.8,115.7,269724.2,103.5,121.3,120.62,95.3,2054718.5,2.7,148.95,99.9,3.74,2.5
2026-02-01,103.6,118.03,93.7,0.1,120.19,2.5,7059513.5,3823612.1,72.0,-0.6,118.9,114.3,93613206.0,9156.7,2.79,0.055,28857.0,135.31,141.97,654.8,5532011.8,1993110.8,134.84,131.11,115.6,1149.44,64.4,0.195,115.4,4.24,2352799.6,101.6,113.8,113.7,274491.0,106.0,121.5,121.07,98.24,2026573.5,2.8,148.64,99.0,3.63,2.5
